Dataset XOR

Mejor accuracy: 1.0
Hay 112 clasificadores con el mismo accuracy
{'Dataset': 'XOR', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.5, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0009244202344850484718')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.5, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.7364129338543849465e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.01, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00017161083543121939025')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.01, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00019476034392118298696')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.01, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00023381280725576427859')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.01, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00023467829516617453566')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.1, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.3678233054959507649e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.1, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.572675431058466925e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.1, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.2930545631872820922e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.1, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.3694986538930876075e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.5, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.1271934778739112187e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.5, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.4324819767096420615e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.5, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('4.461200772235995358e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.01, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00019264374175243780288')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.01, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00013888850081863820526')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.01, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('5.2937134189826701565e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.01, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('4.2514162911679207232e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.1, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.3772676776067900226e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.1, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.5799168268341456443e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.1, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('3.4413517925910375276e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.1, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.9273968666385278604e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.5, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('4.798547566341991018e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.5, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.775920777956204615e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.01, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0008523900185247683851')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.01, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0008523818218670548507')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.01, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.000852441123138408223')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.01, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0008521615959621687315')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.1, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('7.476282497214433949e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.1, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('7.476082376507228718e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.1, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('7.4770527024237961455e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.1, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('7.507446857800370546e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.5, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.4488714735354250998e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.5, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.45502156602702176046e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.5, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.45958227630748502626e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.5, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.098516725513166342e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.01, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00032352166580878246018')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.01, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00032353504109426590172')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.01, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00032373607709098778257')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.01, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00032334082126514514228')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.1, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.1777899325076516859e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.1, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.1796739736140430074e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.1, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.1890521432235509655e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.1, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.2502151737012196345e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.5, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('4.521326542633785678e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.5, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('6.580578624131385159e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.5, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.4042810702732401783e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.5, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.6075798867463569615e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.01, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00019453310118866960973')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.01, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00019457010074224185339')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.01, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0001941809192951972651')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.01, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00019484127012220564514')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.1, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.5312062946702189768e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.1, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.5700954601206401829e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.1, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.4547237190156124437e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.1, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.6238544394528492793e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.5, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('3.0573318847743442093e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.5, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('3.0357587144889810977e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.5, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('6.563999566105839262e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.01, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0001023235256738695353')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.01, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00010233168273627793217')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.01, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00010292571535377140979')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.01, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00010245644131280379747')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.1, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.1522794034377808664e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.1, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.1429568656805459155e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.1, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.0564308092192178072e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.1, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.5588649222966303774e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.5, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.6919500591521714156e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.5, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('3.0298058487794893668e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.5, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.9042233364225890451e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.01, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('7.1055004782451301313e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.01, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('7.10378744694065921e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.01, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('7.1172556530497035135e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.01, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('7.127632770733950725e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.1, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('7.4928985946298742434e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.1, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('7.057321138234737713e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.1, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('8.043040172019289059e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.5, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.9561344040412243252e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.01, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.5298896310329361516e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.01, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.5317704467565373988e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.01, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.5200805848926771156e-05')}
